frame_idx,theta,threshold_name,mode,fired_pixels,event_rate,event_rate_eff,e_per_event_nJ,power_static_mW,power_dyn_valid_mW,power_dyn_fp_mW,power_dyn_fn_mW,power_total_mW
79,0.4,high_threshold,clean,2167,65010,65010,0.1678,345.458,0.01,0.001,0.001,345.469
79,0.4,high_threshold,noisy,77503,2325090,2325090,0.1678,345.458,0.371,0.039,0.02,345.867
80,0.4,high_threshold,clean,1875,56250,56250,0.1678,345.458,0.009,0.001,0.0,345.468
80,0.4,high_threshold,noisy,77608,2328240,2328240,0.1678,345.458,0.371,0.039,0.02,345.868
81,0.4,high_threshold,clean,1983,59490,59490,0.1678,345.458,0.009,0.001,0.0,345.468
81,0.4,high_threshold,noisy,77697,2330910,2330910,0.1678,345.458,0.372,0.039,0.02,345.868
82,0.4,high_threshold,clean,2227,66810,66810,0.1678,345.458,0.011,0.001,0.001,345.469
82,0.4,high_threshold,noisy,77890,2336700,2336700,0.1678,345.458,0.373,0.039,0.02,345.869
83,0.4,high_threshold,clean,1946,58380,58380,0.1678,345.458,0.009,0.001,0.0,345.468
83,0.4,high_threshold,noisy,77753,2332590,2332590,0.1678,345.458,0.372,0.039,0.02,345.869
84,0.4,high_threshold,clean,1758,52740,52740,0.1678,345.458,0.008,0.001,0.0,345.467
84,0.4,high_threshold,noisy,77387,2321610,2321610,0.1678,345.458,0.37,0.039,0.019,345.867
85,0.4,high_threshold,clean,1692,50760,50760,0.1678,345.458,0.008,0.001,0.0,345.467
85,0.4,high_threshold,noisy,77673,2330190,2330190,0.1678,345.458,0.372,0.039,0.02,345.868
86,0.4,high_threshold,clean,3302,99060,99060,0.1678,345.458,0.016,0.002,0.001,345.475
86,0.4,high_threshold,noisy,79348,2380440,2380440,0.1678,345.458,0.38,0.04,0.02,345.877
87,0.4,high_threshold,clean,1693,50790,50790,0.1678,345.458,0.008,0.001,0.0,345.467
87,0.4,high_threshold,noisy,77777,2333310,2333310,0.1678,345.458,0.372,0.039,0.02,345.869
88,0.4,high_threshold,clean,1689,50670,50670,0.1678,345.458,0.008,0.001,0.0,345.467
88,0.4,high_threshold,noisy,77007,2310210,2310210,0.1678,345.458,0.368,0.039,0.019,345.865
89,0.4,high_threshold,clean,3459,103770,103770,0.1678,345.458,0.017,0.002,0.001,345.476
89,0.4,high_threshold,noisy,79029,2370870,2370870,0.1678,345.458,0.378,0.04,0.02,345.875
90,0.4,high_threshold,clean,1824,54720,54720,0.1678,345.458,0.009,0.001,0.0,345.467
90,0.4,high_threshold,noisy,77839,2335170,2335170,0.1678,345.458,0.372,0.039,0.02,345.869
91,0.4,high_threshold,clean,2058,61740,61740,0.1678,345.458,0.01,0.001,0.001,345.469
91,0.4,high_threshold,noisy,77636,2329080,2329080,0.1678,345.458,0.371,0.039,0.02,345.868
92,0.4,high_threshold,clean,2243,67290,67290,0.1678,345.458,0.011,0.001,0.001,345.47
92,0.4,high_threshold,noisy,77793,2333790,2333790,0.1678,345.458,0.372,0.039,0.02,345.869
93,0.4,high_threshold,clean,2482,74460,74460,0.1678,345.458,0.012,0.001,0.001,345.471
93,0.4,high_threshold,noisy,78349,2350470,2350470,0.1678,345.458,0.375,0.039,0.02,345.872
94,0.4,high_threshold,clean,2010,60300,60300,0.1678,345.458,0.01,0.001,0.001,345.468
94,0.4,high_threshold,noisy,77073,2312190,2312190,0.1678,345.458,0.369,0.039,0.019,345.865
95,0.4,high_threshold,clean,2049,61470,61470,0.1678,345.458,0.01,0.001,0.001,345.469
95,0.4,high_threshold,noisy,77478,2324340,2324340,0.1678,345.458,0.371,0.039,0.02,345.867
96,0.4,high_threshold,clean,2307,69210,69210,0.1678,345.458,0.011,0.001,0.001,345.47
96,0.4,high_threshold,noisy,78123,2343690,2343690,0.1678,345.458,0.374,0.039,0.02,345.871
97,0.4,high_threshold,clean,2480,74400,74400,0.1678,345.458,0.012,0.001,0.001,345.471
97,0.4,high_threshold,noisy,78371,2351130,2351130,0.1678,345.458,0.375,0.039,0.02,345.872
98,0.4,high_threshold,clean,2536,76080,76080,0.1678,345.458,0.012,0.001,0.001,345.471
98,0.4,high_threshold,noisy,77991,2339730,2339730,0.1678,345.458,0.373,0.039,0.02,345.87
99,0.4,high_threshold,clean,2821,84630,84630,0.1678,345.458,0.013,0.001,0.001,345.473
99,0.4,high_threshold,noisy,78516,2355480,2355480,0.1678,345.458,0.376,0.04,0.02,345.873
100,0.4,high_threshold,clean,2957,88710,88710,0.1678,345.458,0.014,0.001,0.001,345.473
100,0.4,high_threshold,noisy,78635,2359050,2359050,0.1678,345.458,0.376,0.04,0.02,345.873
101,0.4,high_threshold,clean,2575,77250,77250,0.1678,345.458,0.012,0.001,0.001,345.471
101,0.4,high_threshold,noisy,78281,2348430,2348430,0.1678,345.458,0.374,0.039,0.02,345.872
102,0.4,high_threshold,clean,2470,74100,74100,0.1678,345.458,0.012,0.001,0.001,345.471
102,0.4,high_threshold,noisy,78424,2352720,2352720,0.1678,345.458,0.375,0.039,0.02,345.872
103,0.4,high_threshold,clean,2423,72690,72690,0.1678,345.458,0.012,0.001,0.001,345.47
103,0.4,high_threshold,noisy,78310,2349300,2349300,0.1678,345.458,0.375,0.039,0.02,345.872
104,0.4,high_threshold,clean,2356,70680,70680,0.1678,345.458,0.011,0.001,0.001,345.47
104,0.4,high_threshold,noisy,78209,2346270,2346270,0.1678,345.458,0.374,0.039,0.02,345.871
105,0.4,high_threshold,clean,2020,60600,60600,0.1678,345.458,0.01,0.001,0.001,345.468
105,0.4,high_threshold,noisy,78054,2341620,2341620,0.1678,345.458,0.373,0.039,0.02,345.87
106,0.4,high_threshold,clean,2051,61530,61530,0.1678,345.458,0.01,0.001,0.001,345.469
106,0.4,high_threshold,noisy,77894,2336820,2336820,0.1678,345.458,0.373,0.039,0.02,345.869
107,0.4,high_threshold,clean,2522,75660,75660,0.1678,345.458,0.012,0.001,0.001,345.471
107,0.4,high_threshold,noisy,78427,2352810,2352810,0.1678,345.458,0.375,0.039,0.02,345.872
108,0.4,high_threshold,clean,2428,72840,72840,0.1678,345.458,0.012,0.001,0.001,345.471
108,0.4,high_threshold,noisy,77870,2336100,2336100,0.1678,345.458,0.372,0.039,0.02,345.869
109,0.4,high_threshold,clean,2036,61080,61080,0.1678,345.458,0.01,0.001,0.001,345.468
109,0.4,high_threshold,noisy,77954,2338620,2338620,0.1678,345.458,0.373,0.039,0.02,345.87
110,0.4,high_threshold,clean,2349,70470,70470,0.1678,345.458,0.011,0.001,0.001,345.47
110,0.4,high_threshold,noisy,77726,2331780,2331780,0.1678,345.458,0.372,0.039,0.02,345.869
111,0.4,high_threshold,clean,3186,95580,95580,0.1678,345.458,0.015,0.002,0.001,345.475
111,0.4,high_threshold,noisy,79259,2377770,2377770,0.1678,345.458,0.379,0.04,0.02,345.877
112,0.4,high_threshold,clean,2915,87450,87450,0.1678,345.458,0.014,0.001,0.001,345.473
112,0.4,high_threshold,noisy,78565,2356950,2356950,0.1678,345.458,0.376,0.04,0.02,345.873
113,0.4,high_threshold,clean,3116,93480,93480,0.1678,345.458,0.015,0.002,0.001,345.474
113,0.4,high_threshold,noisy,78935,2368050,2368050,0.1678,345.458,0.378,0.04,0.02,345.875
114,0.4,high_threshold,clean,3547,106410,106410,0.1678,345.458,0.017,0.002,0.001,345.476
114,0.4,high_threshold,noisy,79176,2375280,2375280,0.1678,345.458,0.379,0.04,0.02,345.876
115,0.4,high_threshold,clean,4174,125220,125220,0.1678,345.458,0.02,0.002,0.001,345.48
115,0.4,high_threshold,noisy,79905,2397150,2397150,0.1678,345.458,0.382,0.04,0.02,345.88
116,0.4,high_threshold,clean,3390,101700,101700,0.1678,345.458,0.016,0.002,0.001,345.476
116,0.4,high_threshold,noisy,79544,2386320,2386320,0.1678,345.458,0.38,0.04,0.02,345.878
117,0.4,high_threshold,clean,3180,95400,95400,0.1678,345.458,0.015,0.002,0.001,345.474
117,0.4,high_threshold,noisy,78431,2352930,2352930,0.1678,345.458,0.375,0.039,0.02,345.872
118,0.4,high_threshold,clean,5118,153540,153540,0.1678,345.458,0.024,0.003,0.001,345.485
118,0.4,high_threshold,noisy,80624,2418720,2418720,0.1678,345.458,0.386,0.041,0.02,345.884
119,0.4,high_threshold,clean,3207,96210,96210,0.1678,345.458,0.015,0.002,0.001,345.475
119,0.4,high_threshold,noisy,79337,2380110,2380110,0.1678,345.458,0.379,0.04,0.02,345.877
120,0.4,high_threshold,clean,3070,92100,92100,0.1678,345.458,0.015,0.002,0.001,345.474
120,0.4,high_threshold,noisy,78488,2354640,2354640,0.1678,345.458,0.375,0.04,0.02,345.873
121,0.4,high_threshold,clean,3793,113790,113790,0.1678,345.458,0.018,0.002,0.001,345.478
121,0.4,high_threshold,noisy,79504,2385120,2385120,0.1678,345.458,0.38,0.04,0.02,345.878
122,0.4,high_threshold,clean,3521,105630,105630,0.1678,345.458,0.017,0.002,0.001,345.476
122,0.4,high_threshold,noisy,78882,2366460,2366460,0.1678,345.458,0.377,0.04,0.02,345.875
123,0.4,high_threshold,clean,3660,109800,109800,0.1678,345.458,0.018,0.002,0.001,345.477
123,0.4,high_threshold,noisy,79251,2377530,2377530,0.1678,345.458,0.379,0.04,0.02,345.877
124,0.4,high_threshold,clean,3198,95940,95940,0.1678,345.458,0.015,0.002,0.001,345.475
124,0.4,high_threshold,noisy,79147,2374410,2374410,0.1678,345.458,0.379,0.04,0.02,345.876
125,0.4,high_threshold,clean,3077,92310,92310,0.1678,345.458,0.015,0.002,0.001,345.474
125,0.4,high_threshold,noisy,79655,2389650,2389650,0.1678,345.458,0.381,0.04,0.02,345.879
126,0.4,high_threshold,clean,3214,96420,96420,0.1678,345.458,0.015,0.002,0.001,345.475
126,0.4,high_threshold,noisy,78264,2347920,2347920,0.1678,345.458,0.374,0.039,0.02,345.871
127,0.4,high_threshold,clean,2982,89460,89460,0.1678,345.458,0.014,0.002,0.001,345.473
127,0.4,high_threshold,noisy,78579,2357370,2357370,0.1678,345.458,0.376,0.04,0.02,345.873
128,0.4,high_threshold,clean,3032,90960,90960,0.1678,345.458,0.015,0.002,0.001,345.474
128,0.4,high_threshold,noisy,78578,2357340,2357340,0.1678,345.458,0.376,0.04,0.02,345.873
129,0.4,high_threshold,clean,3322,99660,99660,0.1678,345.458,0.016,0.002,0.001,345.475
129,0.4,high_threshold,noisy,78657,2359710,2359710,0.1678,345.458,0.376,0.04,0.02,345.874
130,0.4,high_threshold,clean,3485,104550,104550,0.1678,345.458,0.017,0.002,0.001,345.476
130,0.4,high_threshold,noisy,78851,2365530,2365530,0.1678,345.458,0.377,0.04,0.02,345.875
131,0.4,high_threshold,clean,3909,117270,117270,0.1678,345.458,0.019,0.002,0.001,345.478
131,0.4,high_threshold,noisy,79308,2379240,2379240,0.1678,345.458,0.379,0.04,0.02,345.877
132,0.4,high_threshold,clean,3790,113700,113700,0.1678,345.458,0.018,0.002,0.001,345.478
132,0.4,high_threshold,noisy,79816,2394480,2394480,0.1678,345.458,0.382,0.04,0.02,345.88
133,0.4,high_threshold,clean,3813,114390,114390,0.1678,345.458,0.018,0.002,0.001,345.478
133,0.4,high_threshold,noisy,80262,2407860,2407860,0.1678,345.458,0.384,0.04,0.02,345.882
134,0.4,high_threshold,clean,3210,96300,96300,0.1678,345.458,0.015,0.002,0.001,345.475
134,0.4,high_threshold,noisy,79038,2371140,2371140,0.1678,345.458,0.378,0.04,0.02,345.876
135,0.4,high_threshold,clean,3086,92580,92580,0.1678,345.458,0.015,0.002,0.001,345.474
135,0.4,high_threshold,noisy,78155,2344650,2344650,0.1678,345.458,0.374,0.039,0.02,345.871
136,0.4,high_threshold,clean,3218,96540,96540,0.1678,345.458,0.015,0.002,0.001,345.475
136,0.4,high_threshold,noisy,78520,2355600,2355600,0.1678,345.458,0.376,0.04,0.02,345.873
137,0.4,high_threshold,clean,2782,83460,83460,0.1678,345.458,0.013,0.001,0.001,345.472
137,0.4,high_threshold,noisy,78316,2349480,2349480,0.1678,345.458,0.375,0.039,0.02,345.872
138,0.4,high_threshold,clean,3001,90030,90030,0.1678,345.458,0.014,0.002,0.001,345.474
138,0.4,high_threshold,noisy,78671,2360130,2360130,0.1678,345.458,0.376,0.04,0.02,345.874
139,0.4,high_threshold,clean,3024,90720,90720,0.1678,345.458,0.014,0.002,0.001,345.474
139,0.4,high_threshold,noisy,78751,2362530,2362530,0.1678,345.458,0.377,0.04,0.02,345.874
140,0.4,high_threshold,clean,3434,103020,103020,0.1678,345.458,0.016,0.002,0.001,345.476
140,0.4,high_threshold,noisy,78817,2364510,2364510,0.1678,345.458,0.377,0.04,0.02,345.874
141,0.4,high_threshold,clean,3155,94650,94650,0.1678,345.458,0.015,0.002,0.001,345.474
141,0.4,high_threshold,noisy,78959,2368770,2368770,0.1678,345.458,0.378,0.04,0.02,345.875
142,0.4,high_threshold,clean,3319,99570,99570,0.1678,345.458,0.016,0.002,0.001,345.475
142,0.4,high_threshold,noisy,78415,2352450,2352450,0.1678,345.458,0.375,0.039,0.02,345.872
143,0.4,high_threshold,clean,5594,167820,167820,0.1678,345.458,0.027,0.003,0.001,345.487
143,0.4,high_threshold,noisy,81256,2437680,2437680,0.1678,345.458,0.389,0.041,0.02,345.887
144,0.4,high_threshold,clean,3488,104640,104640,0.1678,345.458,0.017,0.002,0.001,345.476
144,0.4,high_threshold,noisy,79061,2371830,2371830,0.1678,345.458,0.378,0.04,0.02,345.876
145,0.4,high_threshold,clean,3378,101340,101340,0.1678,345.458,0.016,0.002,0.001,345.476
145,0.4,high_threshold,noisy,79393,2381790,2381790,0.1678,345.458,0.38,0.04,0.02,345.877
146,0.4,high_threshold,clean,4187,125610,125610,0.1678,345.458,0.02,0.002,0.001,345.48
146,0.4,high_threshold,noisy,79923,2397690,2397690,0.1678,345.458,0.382,0.04,0.02,345.88
147,0.4,high_threshold,clean,2894,86820,86820,0.1678,345.458,0.014,0.001,0.001,345.473
147,0.4,high_threshold,noisy,78767,2363010,2363010,0.1678,345.458,0.377,0.04,0.02,345.874
148,0.4,high_threshold,clean,2879,86370,86370,0.1678,345.458,0.014,0.001,0.001,345.473
148,0.4,high_threshold,noisy,78870,2366100,2366100,0.1678,345.458,0.377,0.04,0.02,345.875
149,0.4,high_threshold,clean,2452,73560,73560,0.1678,345.458,0.012,0.001,0.001,345.471
149,0.4,high_threshold,noisy,78763,2362890,2362890,0.1678,345.458,0.377,0.04,0.02,345.874
150,0.4,high_threshold,clean,2990,89700,89700,0.1678,345.458,0.014,0.002,0.001,345.473
150,0.4,high_threshold,noisy,78422,2352660,2352660,0.1678,345.458,0.375,0.039,0.02,345.872
151,0.4,high_threshold,clean,2097,62910,62910,0.1678,345.458,0.01,0.001,0.001,345.469
151,0.4,high_threshold,noisy,77793,2333790,2333790,0.1678,345.458,0.372,0.039,0.02,345.869
152,0.4,high_threshold,clean,2408,72240,72240,0.1678,345.458,0.012,0.001,0.001,345.47
152,0.4,high_threshold,noisy,77899,2336970,2336970,0.1678,345.458,0.373,0.039,0.02,345.87
153,0.4,high_threshold,clean,2233,66990,66990,0.1678,345.458,0.011,0.001,0.001,345.469
153,0.4,high_threshold,noisy,77737,2332110,2332110,0.1678,345.458,0.372,0.039,0.02,345.869
154,0.4,high_threshold,clean,1946,58380,58380,0.1678,345.458,0.009,0.001,0.0,345.468
154,0.4,high_threshold,noisy,77225,2316750,2316750,0.1678,345.458,0.369,0.039,0.019,345.866
155,0.4,high_threshold,clean,2266,67980,67980,0.1678,345.458,0.011,0.001,0.001,345.47
155,0.4,high_threshold,noisy,78018,2340540,2340540,0.1678,345.458,0.373,0.039,0.02,345.87
156,0.4,high_threshold,clean,2149,64470,64470,0.1678,345.458,0.01,0.001,0.001,345.469
156,0.4,high_threshold,noisy,77879,2336370,2336370,0.1678,345.458,0.373,0.039,0.02,345.869
157,0.4,high_threshold,clean,2431,72930,72930,0.1678,345.458,0.012,0.001,0.001,345.471
157,0.4,high_threshold,noisy,78396,2351880,2351880,0.1678,345.458,0.375,0.039,0.02,345.872
158,0.4,high_threshold,clean,2611,78330,78330,0.1678,345.458,0.012,0.001,0.001,345.471
158,0.4,high_threshold,noisy,78055,2341650,2341650,0.1678,345.458,0.373,0.039,0.02,345.87
159,0.4,high_threshold,clean,2651,79530,79530,0.1678,345.458,0.013,0.001,0.001,345.472
159,0.4,high_threshold,noisy,78175,2345250,2345250,0.1678,345.458,0.374,0.039,0.02,345.871
160,0.4,high_threshold,clean,2968,89040,89040,0.1678,345.458,0.014,0.001,0.001,345.473
160,0.4,high_threshold,noisy,78082,2342460,2342460,0.1678,345.458,0.373,0.039,0.02,345.87
161,0.4,high_threshold,clean,3084,92520,92520,0.1678,345.458,0.015,0.002,0.001,345.474
161,0.4,high_threshold,noisy,78678,2360340,2360340,0.1678,345.458,0.376,0.04,0.02,345.874
162,0.4,high_threshold,clean,3180,95400,95400,0.1678,345.458,0.015,0.002,0.001,345.474
162,0.4,high_threshold,noisy,78558,2356740,2356740,0.1678,345.458,0.376,0.04,0.02,345.873
163,0.4,high_threshold,clean,2743,82290,82290,0.1678,345.458,0.013,0.001,0.001,345.472
163,0.4,high_threshold,noisy,78945,2368350,2368350,0.1678,345.458,0.378,0.04,0.02,345.875
164,0.4,high_threshold,clean,2207,66210,66210,0.1678,345.458,0.011,0.001,0.001,345.469
164,0.4,high_threshold,noisy,78136,2344080,2344080,0.1678,345.458,0.374,0.039,0.02,345.871
165,0.4,high_threshold,clean,2640,79200,79200,0.1678,345.458,0.013,0.001,0.001,345.472
165,0.4,high_threshold,noisy,78298,2348940,2348940,0.1678,345.458,0.375,0.039,0.02,345.872
166,0.4,high_threshold,clean,2453,73590,73590,0.1678,345.458,0.012,0.001,0.001,345.471
166,0.4,high_threshold,noisy,77823,2334690,2334690,0.1678,345.458,0.372,0.039,0.02,345.869
167,0.4,high_threshold,clean,2357,70710,70710,0.1678,345.458,0.011,0.001,0.001,345.47
167,0.4,high_threshold,noisy,78618,2358540,2358540,0.1678,345.458,0.376,0.04,0.02,345.873
168,0.4,high_threshold,clean,2588,77640,77640,0.1678,345.458,0.012,0.001,0.001,345.471
168,0.4,high_threshold,noisy,78784,2363520,2363520,0.1678,345.458,0.377,0.04,0.02,345.874
169,0.4,high_threshold,clean,2191,65730,65730,0.1678,345.458,0.01,0.001,0.001,345.469
169,0.4,high_threshold,noisy,77732,2331960,2331960,0.1678,345.458,0.372,0.039,0.02,345.869
170,0.4,high_threshold,clean,2150,64500,64500,0.1678,345.458,0.01,0.001,0.001,345.469
170,0.4,high_threshold,noisy,78161,2344830,2344830,0.1678,345.458,0.374,0.039,0.02,345.871
171,0.4,high_threshold,clean,2969,89070,89070,0.1678,345.458,0.014,0.001,0.001,345.473
171,0.4,high_threshold,noisy,78841,2365230,2365230,0.1678,345.458,0.377,0.04,0.02,345.875
172,0.4,high_threshold,clean,4549,136470,136470,0.1678,345.458,0.022,0.002,0.001,345.482
172,0.4,high_threshold,noisy,80460,2413800,2413800,0.1678,345.458,0.385,0.041,0.02,345.883
173,0.4,high_threshold,clean,3279,98370,98370,0.1678,345.458,0.016,0.002,0.001,345.475
173,0.4,high_threshold,noisy,78463,2353890,2353890,0.1678,345.458,0.375,0.04,0.02,345.873
174,0.4,high_threshold,clean,3628,108840,108840,0.1678,345.458,0.017,0.002,0.001,345.477
174,0.4,high_threshold,noisy,78993,2369790,2369790,0.1678,345.458,0.378,0.04,0.02,345.875
175,0.4,high_threshold,clean,5432,162960,162960,0.1678,345.458,0.026,0.003,0.001,345.486
175,0.4,high_threshold,noisy,81356,2440680,2440680,0.1678,345.458,0.389,0.041,0.02,345.888
176,0.4,high_threshold,clean,3418,102540,102540,0.1678,345.458,0.016,0.002,0.001,345.476
176,0.4,high_threshold,noisy,79086,2372580,2372580,0.1678,345.458,0.378,0.04,0.02,345.876
177,0.4,high_threshold,clean,3390,101700,101700,0.1678,345.458,0.016,0.002,0.001,345.476
177,0.4,high_threshold,noisy,78741,2362230,2362230,0.1678,345.458,0.377,0.04,0.02,345.874
178,0.4,high_threshold,clean,3272,98160,98160,0.1678,345.458,0.016,0.002,0.001,345.475
178,0.4,high_threshold,noisy,78895,2366850,2366850,0.1678,345.458,0.377,0.04,0.02,345.875
179,0.4,high_threshold,clean,3001,90030,90030,0.1678,345.458,0.014,0.002,0.001,345.474
179,0.4,high_threshold,noisy,78766,2362980,2362980,0.1678,345.458,0.377,0.04,0.02,345.874
180,0.4,high_threshold,clean,2983,89490,89490,0.1678,345.458,0.014,0.002,0.001,345.473
180,0.4,high_threshold,noisy,78375,2351250,2351250,0.1678,345.458,0.375,0.039,0.02,345.872
181,0.4,high_threshold,clean,2975,89250,89250,0.1678,345.458,0.014,0.001,0.001,345.473
181,0.4,high_threshold,noisy,78294,2348820,2348820,0.1678,345.458,0.375,0.039,0.02,345.872
182,0.4,high_threshold,clean,2916,87480,87480,0.1678,345.458,0.014,0.001,0.001,345.473
182,0.4,high_threshold,noisy,78294,2348820,2348820,0.1678,345.458,0.375,0.039,0.02,345.872
183,0.4,high_threshold,clean,2544,76320,76320,0.1678,345.458,0.012,0.001,0.001,345.471
183,0.4,high_threshold,noisy,78330,2349900,2349900,0.1678,345.458,0.375,0.039,0.02,345.872
184,0.4,high_threshold,clean,2775,83250,83250,0.1678,345.458,0.013,0.001,0.001,345.472
184,0.4,high_threshold,noisy,78403,2352090,2352090,0.1678,345.458,0.375,0.039,0.02,345.872
185,0.4,high_threshold,clean,2593,77790,77790,0.1678,345.458,0.012,0.001,0.001,345.471
185,0.4,high_threshold,noisy,78714,2361420,2361420,0.1678,345.458,0.377,0.04,0.02,345.874
186,0.4,high_threshold,clean,2621,78630,78630,0.1678,345.458,0.013,0.001,0.001,345.472
186,0.4,high_threshold,noisy,78475,2354250,2354250,0.1678,345.458,0.375,0.04,0.02,345.873
187,0.4,high_threshold,clean,2723,81690,81690,0.1678,345.458,0.013,0.001,0.001,345.472
187,0.4,high_threshold,noisy,78240,2347200,2347200,0.1678,345.458,0.374,0.039,0.02,345.871
188,0.4,high_threshold,clean,3420,102600,102600,0.1678,345.458,0.016,0.002,0.001,345.476
188,0.4,high_threshold,noisy,78501,2355030,2355030,0.1678,345.458,0.375,0.04,0.02,345.873
189,0.4,high_threshold,clean,3359,100770,100770,0.1678,345.458,0.016,0.002,0.001,345.475
189,0.4,high_threshold,noisy,78836,2365080,2365080,0.1678,345.458,0.377,0.04,0.02,345.874
190,0.4,high_threshold,clean,3533,105990,105990,0.1678,345.458,0.017,0.002,0.001,345.476
190,0.4,high_threshold,noisy,78903,2367090,2367090,0.1678,345.458,0.377,0.04,0.02,345.875
191,0.4,high_threshold,clean,3771,113130,113130,0.1678,345.458,0.018,0.002,0.001,345.478
191,0.4,high_threshold,noisy,79539,2386170,2386170,0.1678,345.458,0.38,0.04,0.02,345.878
192,0.4,high_threshold,clean,3769,113070,113070,0.1678,345.458,0.018,0.002,0.001,345.478
192,0.4,high_threshold,noisy,79697,2390910,2390910,0.1678,345.458,0.381,0.04,0.02,345.879
193,0.4,high_threshold,clean,4108,123240,123240,0.1678,345.458,0.02,0.002,0.001,345.479
193,0.4,high_threshold,noisy,79764,2392920,2392920,0.1678,345.458,0.382,0.04,0.02,345.879
194,0.4,high_threshold,clean,3702,111060,111060,0.1678,345.458,0.018,0.002,0.001,345.477
194,0.4,high_threshold,noisy,79469,2384070,2384070,0.1678,345.458,0.38,0.04,0.02,345.878
195,0.4,high_threshold,clean,3711,111330,111330,0.1678,345.458,0.018,0.002,0.001,345.477
195,0.4,high_threshold,noisy,79431,2382930,2382930,0.1678,345.458,0.38,0.04,0.02,345.878
196,0.4,high_threshold,clean,3326,99780,99780,0.1678,345.458,0.016,0.002,0.001,345.475
196,0.4,high_threshold,noisy,79412,2382360,2382360,0.1678,345.458,0.38,0.04,0.02,345.878
197,0.4,high_threshold,clean,3568,107040,107040,0.1678,345.458,0.017,0.002,0.001,345.477
197,0.4,high_threshold,noisy,79150,2374500,2374500,0.1678,345.458,0.379,0.04,0.02,345.876
198,0.4,high_threshold,clean,3552,106560,106560,0.1678,345.458,0.017,0.002,0.001,345.476
198,0.4,high_threshold,noisy,78828,2364840,2364840,0.1678,345.458,0.377,0.04,0.02,345.874
199,0.4,high_threshold,clean,3532,105960,105960,0.1678,345.458,0.017,0.002,0.001,345.476
199,0.4,high_threshold,noisy,79580,2387400,2387400,0.1678,345.458,0.381,0.04,0.02,345.878
200,0.4,high_threshold,clean,4908,147240,147240,0.1678,345.458,0.023,0.002,0.001,345.484
200,0.4,high_threshold,noisy,80861,2425830,2425830,0.1678,345.458,0.387,0.041,0.02,345.885
201,0.4,high_threshold,clean,4420,132600,132600,0.1678,345.458,0.021,0.002,0.001,345.481
201,0.4,high_threshold,noisy,80135,2404050,2404050,0.1678,345.458,0.383,0.04,0.02,345.881
202,0.4,high_threshold,clean,4243,127290,127290,0.1678,345.458,0.02,0.002,0.001,345.48
202,0.4,high_threshold,noisy,79997,2399910,2399910,0.1678,345.458,0.383,0.04,0.02,345.881
203,0.4,high_threshold,clean,5093,152790,152790,0.1678,345.458,0.024,0.003,0.001,345.485
203,0.4,high_threshold,noisy,80121,2403630,2403630,0.1678,345.458,0.383,0.04,0.02,345.881
204,0.4,high_threshold,clean,5969,179070,179070,0.1678,345.458,0.029,0.003,0.002,345.489
204,0.4,high_threshold,noisy,81318,2439540,2439540,0.1678,345.458,0.389,0.041,0.02,345.888
205,0.4,high_threshold,clean,5738,172140,172140,0.1678,345.458,0.027,0.003,0.001,345.488
205,0.4,high_threshold,noisy,81096,2432880,2432880,0.1678,345.458,0.388,0.041,0.02,345.886
206,0.4,high_threshold,clean,5718,171540,171540,0.1678,345.458,0.027,0.003,0.001,345.488
206,0.4,high_threshold,noisy,81512,2445360,2445360,0.1678,345.458,0.39,0.041,0.021,345.889
207,0.4,high_threshold,clean,5675,170250,170250,0.1678,345.458,0.027,0.003,0.001,345.488
207,0.4,high_threshold,noisy,81607,2448210,2448210,0.1678,345.458,0.39,0.041,0.021,345.889
208,0.4,high_threshold,clean,5024,150720,150720,0.1678,345.458,0.024,0.003,0.001,345.484
208,0.4,high_threshold,noisy,80362,2410860,2410860,0.1678,345.458,0.384,0.04,0.02,345.883
209,0.4,high_threshold,clean,4719,141570,141570,0.1678,345.458,0.023,0.002,0.001,345.483
209,0.4,high_threshold,noisy,80489,2414670,2414670,0.1678,345.458,0.385,0.041,0.02,345.883
210,0.4,high_threshold,clean,4955,148650,148650,0.1678,345.458,0.024,0.002,0.001,345.484
210,0.4,high_threshold,noisy,80729,2421870,2421870,0.1678,345.458,0.386,0.041,0.02,345.884
211,0.4,high_threshold,clean,5758,172740,172740,0.1678,345.458,0.028,0.003,0.001,345.488
211,0.4,high_threshold,noisy,81529,2445870,2445870,0.1678,345.458,0.39,0.041,0.021,345.889
212,0.4,high_threshold,clean,5262,157860,157860,0.1678,345.458,0.025,0.003,0.001,345.486
212,0.4,high_threshold,noisy,81275,2438250,2438250,0.1678,345.458,0.389,0.041,0.02,345.887
213,0.4,high_threshold,clean,5353,160590,160590,0.1678,345.458,0.026,0.003,0.001,345.486
213,0.4,high_threshold,noisy,81255,2437650,2437650,0.1678,345.458,0.389,0.041,0.02,345.887
214,0.4,high_threshold,clean,5354,160620,160620,0.1678,345.458,0.026,0.003,0.001,345.486
214,0.4,high_threshold,noisy,81299,2438970,2438970,0.1678,345.458,0.389,0.041,0.02,345.888
215,0.4,high_threshold,clean,5411,162330,162330,0.1678,345.458,0.026,0.003,0.001,345.486
215,0.4,high_threshold,noisy,80694,2420820,2420820,0.1678,345.458,0.386,0.041,0.02,345.884
216,0.4,high_threshold,clean,5179,155370,155370,0.1678,345.458,0.025,0.003,0.001,345.485
