frame_idx,theta,threshold_name,mode,fired_pixels,event_rate,event_rate_eff,e_per_event_nJ,power_static_mW,power_dyn_valid_mW,power_dyn_fp_mW,power_dyn_fn_mW,power_total_mW
265,0.1,low_threshold,noisy,125953,3778590,3778590,0.1678,345.458,0.602,0.063,0.032,346.124
266,0.1,low_threshold,clean,44285,1328550,1328550,0.1678,345.458,0.212,0.022,0.011,345.692
266,0.1,low_threshold,noisy,118817,3564510,3564510,0.1678,345.458,0.568,0.06,0.03,346.086
267,0.1,low_threshold,clean,45515,1365450,1365450,0.1678,345.458,0.218,0.023,0.011,345.698
267,0.1,low_threshold,noisy,118997,3569910,3569910,0.1678,345.458,0.569,0.06,0.03,346.087
268,0.1,low_threshold,clean,52761,1582830,1582830,0.1678,345.458,0.252,0.027,0.013,345.737
268,0.1,low_threshold,noisy,126726,3801780,3801780,0.1678,345.458,0.606,0.064,0.032,346.128
269,0.1,low_threshold,clean,43664,1309920,1309920,0.1678,345.458,0.209,0.022,0.011,345.689
269,0.1,low_threshold,noisy,117589,3527670,3527670,0.1678,345.458,0.562,0.059,0.03,346.079
270,0.1,low_threshold,clean,49999,1499970,1499970,0.1678,345.458,0.239,0.025,0.013,345.722
270,0.1,low_threshold,noisy,123732,3711960,3711960,0.1678,345.458,0.592,0.062,0.031,346.112
271,0.1,low_threshold,clean,46664,1399920,1399920,0.1678,345.458,0.223,0.023,0.012,345.704
271,0.1,low_threshold,noisy,120750,3622500,3622500,0.1678,345.458,0.578,0.061,0.03,346.096
272,0.1,low_threshold,clean,49368,1481040,1481040,0.1678,345.458,0.236,0.025,0.012,345.719
272,0.1,low_threshold,noisy,123146,3694380,3694380,0.1678,345.458,0.589,0.062,0.031,346.109
273,0.1,low_threshold,clean,42933,1287990,1287990,0.1678,345.458,0.205,0.022,0.011,345.685
273,0.1,low_threshold,noisy,117106,3513180,3513180,0.1678,345.458,0.56,0.059,0.029,346.077
274,0.1,low_threshold,clean,42694,1280820,1280820,0.1678,345.458,0.204,0.021,0.011,345.683
274,0.1,low_threshold,noisy,117017,3510510,3510510,0.1678,345.458,0.56,0.059,0.029,346.076
275,0.1,low_threshold,clean,48432,1452960,1452960,0.1678,345.458,0.232,0.024,0.012,345.714
275,0.1,low_threshold,noisy,122229,3666870,3666870,0.1678,345.458,0.585,0.062,0.031,346.104
276,0.1,low_threshold,clean,45998,1379940,1379940,0.1678,345.458,0.22,0.023,0.012,345.701
276,0.1,low_threshold,noisy,120404,3612120,3612120,0.1678,345.458,0.576,0.061,0.03,346.094
277,0.1,low_threshold,clean,43528,1305840,1305840,0.1678,345.458,0.208,0.022,0.011,345.688
277,0.1,low_threshold,noisy,117866,3535980,3535980,0.1678,345.458,0.564,0.059,0.03,346.081
278,0.1,low_threshold,clean,43833,1314990,1314990,0.1678,345.458,0.21,0.022,0.011,345.689
278,0.1,low_threshold,noisy,117732,3531960,3531960,0.1678,345.458,0.563,0.059,0.03,346.08
279,0.1,low_threshold,clean,51264,1537920,1537920,0.1678,345.458,0.245,0.026,0.013,345.729
279,0.1,low_threshold,noisy,125469,3764070,3764070,0.1678,345.458,0.6,0.063,0.032,346.121
280,0.1,low_threshold,clean,43634,1309020,1309020,0.1678,345.458,0.209,0.022,0.011,345.688
280,0.1,low_threshold,noisy,117959,3538770,3538770,0.1678,345.458,0.564,0.059,0.03,346.081
281,0.1,low_threshold,clean,44155,1324650,1324650,0.1678,345.458,0.211,0.022,0.011,345.691
281,0.1,low_threshold,noisy,118274,3548220,3548220,0.1678,345.458,0.566,0.06,0.03,346.083
282,0.1,low_threshold,clean,47502,1425060,1425060,0.1678,345.458,0.227,0.024,0.012,345.709
282,0.1,low_threshold,noisy,121697,3650910,3650910,0.1678,345.458,0.582,0.061,0.031,346.101
283,0.1,low_threshold,clean,47080,1412400,1412400,0.1678,345.458,0.225,0.024,0.012,345.707
283,0.1,low_threshold,noisy,121320,3639600,3639600,0.1678,345.458,0.58,0.061,0.031,346.099
284,0.1,low_threshold,clean,42406,1272180,1272180,0.1678,345.458,0.203,0.021,0.011,345.682
284,0.1,low_threshold,noisy,116901,3507030,3507030,0.1678,345.458,0.559,0.059,0.029,346.076
285,0.1,low_threshold,clean,47853,1435590,1435590,0.1678,345.458,0.229,0.024,0.012,345.711
285,0.1,low_threshold,noisy,121689,3650670,3650670,0.1678,345.458,0.582,0.061,0.031,346.101
286,0.1,low_threshold,clean,53071,1592130,1592130,0.1678,345.458,0.254,0.027,0.013,345.738
286,0.1,low_threshold,noisy,126565,3796950,3796950,0.1678,345.458,0.605,0.064,0.032,346.127
287,0.1,low_threshold,clean,44433,1332990,1332990,0.1678,345.458,0.213,0.022,0.011,345.693
287,0.1,low_threshold,noisy,119024,3570720,3570720,0.1678,345.458,0.569,0.06,0.03,346.087
288,0.1,low_threshold,clean,44702,1341060,1341060,0.1678,345.458,0.214,0.023,0.011,345.694
288,0.1,low_threshold,noisy,118623,3558690,3558690,0.1678,345.458,0.567,0.06,0.03,346.085
289,0.1,low_threshold,clean,48697,1460910,1460910,0.1678,345.458,0.233,0.025,0.012,345.715
289,0.1,low_threshold,noisy,122145,3664350,3664350,0.1678,345.458,0.584,0.061,0.031,346.103
290,0.1,low_threshold,clean,50168,1505040,1505040,0.1678,345.458,0.24,0.025,0.013,345.723
290,0.1,low_threshold,noisy,123849,3715470,3715470,0.1678,345.458,0.592,0.062,0.031,346.112
291,0.1,low_threshold,clean,46810,1404300,1404300,0.1678,345.458,0.224,0.024,0.012,345.705
291,0.1,low_threshold,noisy,120734,3622020,3622020,0.1678,345.458,0.577,0.061,0.03,346.096
292,0.1,low_threshold,clean,44878,1346340,1346340,0.1678,345.458,0.215,0.023,0.011,345.695
292,0.1,low_threshold,noisy,118615,3558450,3558450,0.1678,345.458,0.567,0.06,0.03,346.085
293,0.1,low_threshold,clean,52434,1573020,1573020,0.1678,345.458,0.251,0.026,0.013,345.735
293,0.1,low_threshold,noisy,126636,3799080,3799080,0.1678,345.458,0.606,0.064,0.032,346.127
294,0.1,low_threshold,clean,43523,1305690,1305690,0.1678,345.458,0.208,0.022,0.011,345.688
294,0.1,low_threshold,noisy,117644,3529320,3529320,0.1678,345.458,0.563,0.059,0.03,346.08
295,0.1,low_threshold,clean,42750,1282500,1282500,0.1678,345.458,0.204,0.022,0.011,345.684
295,0.1,low_threshold,noisy,117150,3514500,3514500,0.1678,345.458,0.56,0.059,0.029,346.077
296,0.1,low_threshold,clean,42293,1268790,1268790,0.1678,345.458,0.202,0.021,0.011,345.681
296,0.1,low_threshold,noisy,116372,3491160,3491160,0.1678,345.458,0.557,0.059,0.029,346.073
297,0.1,low_threshold,clean,49434,1483020,1483020,0.1678,345.458,0.236,0.025,0.012,345.719
297,0.1,low_threshold,noisy,123564,3706920,3706920,0.1678,345.458,0.591,0.062,0.031,346.111
298,0.1,low_threshold,clean,42600,1278000,1278000,0.1678,345.458,0.204,0.021,0.011,345.683
298,0.1,low_threshold,noisy,116809,3504270,3504270,0.1678,345.458,0.559,0.059,0.029,346.075
299,0.1,low_threshold,clean,42260,1267800,1267800,0.1678,345.458,0.202,0.021,0.011,345.681
299,0.1,low_threshold,noisy,116416,3492480,3492480,0.1678,345.458,0.557,0.059,0.029,346.073
1,0.2,med_threshold,clean,10855,325650,325650,0.1678,345.458,0.052,0.005,0.003,345.515
1,0.2,med_threshold,noisy,86144,2584320,2584320,0.1678,345.458,0.412,0.043,0.022,345.913
2,0.2,med_threshold,clean,10248,307440,307440,0.1678,345.458,0.049,0.005,0.003,345.512
2,0.2,med_threshold,noisy,85589,2567670,2567670,0.1678,345.458,0.409,0.043,0.022,345.91
3,0.2,med_threshold,clean,12861,385830,385830,0.1678,345.458,0.062,0.006,0.003,345.526
3,0.2,med_threshold,noisy,88614,2658420,2658420,0.1678,345.458,0.424,0.045,0.022,345.926
4,0.2,med_threshold,clean,13844,415320,415320,0.1678,345.458,0.066,0.007,0.003,345.531
4,0.2,med_threshold,noisy,89450,2683500,2683500,0.1678,345.458,0.428,0.045,0.023,345.931
5,0.2,med_threshold,clean,10243,307290,307290,0.1678,345.458,0.049,0.005,0.003,345.512
5,0.2,med_threshold,noisy,85823,2574690,2574690,0.1678,345.458,0.411,0.043,0.022,345.911
6,0.2,med_threshold,clean,10337,310110,310110,0.1678,345.458,0.049,0.005,0.003,345.512
6,0.2,med_threshold,noisy,85537,2566110,2566110,0.1678,345.458,0.409,0.043,0.022,345.91
7,0.2,med_threshold,clean,15940,478200,478200,0.1678,345.458,0.076,0.008,0.004,345.542
7,0.2,med_threshold,noisy,91701,2751030,2751030,0.1678,345.458,0.439,0.046,0.023,345.942
8,0.2,med_threshold,clean,10339,310170,310170,0.1678,345.458,0.049,0.005,0.003,345.512
8,0.2,med_threshold,noisy,85895,2576850,2576850,0.1678,345.458,0.411,0.043,0.022,345.912
9,0.2,med_threshold,clean,10118,303540,303540,0.1678,345.458,0.048,0.005,0.003,345.511
9,0.2,med_threshold,noisy,85609,2568270,2568270,0.1678,345.458,0.409,0.043,0.022,345.91
10,0.2,med_threshold,clean,10942,328260,328260,0.1678,345.458,0.052,0.006,0.003,345.516
10,0.2,med_threshold,noisy,86572,2597160,2597160,0.1678,345.458,0.414,0.044,0.022,345.915
11,0.2,med_threshold,clean,11552,346560,346560,0.1678,345.458,0.055,0.006,0.003,345.519
11,0.2,med_threshold,noisy,86809,2604270,2604270,0.1678,345.458,0.415,0.044,0.022,345.917
12,0.2,med_threshold,clean,10381,311430,311430,0.1678,345.458,0.05,0.005,0.003,345.513
12,0.2,med_threshold,noisy,86139,2584170,2584170,0.1678,345.458,0.412,0.043,0.022,345.913
13,0.2,med_threshold,clean,8751,262530,262530,0.1678,345.458,0.042,0.004,0.002,345.504
13,0.2,med_threshold,noisy,84412,2532360,2532360,0.1678,345.458,0.404,0.043,0.021,345.904
14,0.2,med_threshold,clean,14035,421050,421050,0.1678,345.458,0.067,0.007,0.004,345.532
14,0.2,med_threshold,noisy,89205,2676150,2676150,0.1678,345.458,0.427,0.045,0.022,345.929
15,0.2,med_threshold,clean,9211,276330,276330,0.1678,345.458,0.044,0.005,0.002,345.506
15,0.2,med_threshold,noisy,84370,2531100,2531100,0.1678,345.458,0.404,0.042,0.021,345.904
16,0.2,med_threshold,clean,8229,246870,246870,0.1678,345.458,0.039,0.004,0.002,345.501
16,0.2,med_threshold,noisy,84008,2520240,2520240,0.1678,345.458,0.402,0.042,0.021,345.902
17,0.2,med_threshold,clean,9108,273240,273240,0.1678,345.458,0.044,0.005,0.002,345.506
17,0.2,med_threshold,noisy,84647,2539410,2539410,0.1678,345.458,0.405,0.043,0.021,345.905
18,0.2,med_threshold,clean,13053,391590,391590,0.1678,345.458,0.062,0.007,0.003,345.527
18,0.2,med_threshold,noisy,88533,2655990,2655990,0.1678,345.458,0.423,0.045,0.022,345.926
19,0.2,med_threshold,clean,9231,276930,276930,0.1678,345.458,0.044,0.005,0.002,345.506
19,0.2,med_threshold,noisy,84908,2547240,2547240,0.1678,345.458,0.406,0.043,0.021,345.907
20,0.2,med_threshold,clean,9628,288840,288840,0.1678,345.458,0.046,0.005,0.002,345.509
20,0.2,med_threshold,noisy,84762,2542860,2542860,0.1678,345.458,0.405,0.043,0.021,345.906
21,0.2,med_threshold,clean,13993,419790,419790,0.1678,345.458,0.067,0.007,0.004,345.532
21,0.2,med_threshold,noisy,89312,2679360,2679360,0.1678,345.458,0.427,0.045,0.022,345.93
22,0.2,med_threshold,clean,11257,337710,337710,0.1678,345.458,0.054,0.006,0.003,345.517
22,0.2,med_threshold,noisy,86750,2602500,2602500,0.1678,345.458,0.415,0.044,0.022,345.916
23,0.2,med_threshold,clean,10045,301350,301350,0.1678,345.458,0.048,0.005,0.003,345.511
23,0.2,med_threshold,noisy,86022,2580660,2580660,0.1678,345.458,0.411,0.043,0.022,345.912
24,0.2,med_threshold,clean,10808,324240,324240,0.1678,345.458,0.052,0.005,0.003,345.515
24,0.2,med_threshold,noisy,86515,2595450,2595450,0.1678,345.458,0.414,0.044,0.022,345.915
25,0.2,med_threshold,clean,16498,494940,494940,0.1678,345.458,0.079,0.008,0.004,345.545
25,0.2,med_threshold,noisy,91811,2754330,2754330,0.1678,345.458,0.439,0.046,0.023,345.943
26,0.2,med_threshold,clean,11123,333690,333690,0.1678,345.458,0.053,0.006,0.003,345.516
26,0.2,med_threshold,noisy,86364,2590920,2590920,0.1678,345.458,0.413,0.043,0.022,345.914
27,0.2,med_threshold,clean,10937,328110,328110,0.1678,345.458,0.052,0.006,0.003,345.516
27,0.2,med_threshold,noisy,86071,2582130,2582130,0.1678,345.458,0.412,0.043,0.022,345.913
28,0.2,med_threshold,clean,12961,388830,388830,0.1678,345.458,0.062,0.007,0.003,345.526
28,0.2,med_threshold,noisy,88019,2640570,2640570,0.1678,345.458,0.421,0.044,0.022,345.923
29,0.2,med_threshold,clean,12680,380400,380400,0.1678,345.458,0.061,0.006,0.003,345.525
29,0.2,med_threshold,noisy,87871,2636130,2636130,0.1678,345.458,0.42,0.044,0.022,345.922
30,0.2,med_threshold,clean,11217,336510,336510,0.1678,345.458,0.054,0.006,0.003,345.517
30,0.2,med_threshold,noisy,86428,2592840,2592840,0.1678,345.458,0.413,0.044,0.022,345.915
31,0.2,med_threshold,clean,10581,317430,317430,0.1678,345.458,0.051,0.005,0.003,345.514
31,0.2,med_threshold,noisy,86133,2583990,2583990,0.1678,345.458,0.412,0.043,0.022,345.913
32,0.2,med_threshold,clean,16500,495000,495000,0.1678,345.458,0.079,0.008,0.004,345.545
32,0.2,med_threshold,noisy,91934,2758020,2758020,0.1678,345.458,0.44,0.046,0.023,345.944
33,0.2,med_threshold,clean,10944,328320,328320,0.1678,345.458,0.052,0.006,0.003,345.516
33,0.2,med_threshold,noisy,86137,2584110,2584110,0.1678,345.458,0.412,0.043,0.022,345.913
34,0.2,med_threshold,clean,10805,324150,324150,0.1678,345.458,0.052,0.005,0.003,345.515
34,0.2,med_threshold,noisy,86064,2581920,2581920,0.1678,345.458,0.412,0.043,0.022,345.913
35,0.2,med_threshold,clean,12526,375780,375780,0.1678,345.458,0.06,0.006,0.003,345.524
35,0.2,med_threshold,noisy,88034,2641020,2641020,0.1678,345.458,0.421,0.044,0.022,345.923
36,0.2,med_threshold,clean,14056,421680,421680,0.1678,345.458,0.067,0.007,0.004,345.532
36,0.2,med_threshold,noisy,89343,2680290,2680290,0.1678,345.458,0.427,0.045,0.022,345.93
37,0.2,med_threshold,clean,10765,322950,322950,0.1678,345.458,0.051,0.005,0.003,345.515
37,0.2,med_threshold,noisy,86019,2580570,2580570,0.1678,345.458,0.411,0.043,0.022,345.912
38,0.2,med_threshold,clean,10785,323550,323550,0.1678,345.458,0.052,0.005,0.003,345.515
38,0.2,med_threshold,noisy,86152,2584560,2584560,0.1678,345.458,0.412,0.043,0.022,345.913
39,0.2,med_threshold,clean,14951,448530,448530,0.1678,345.458,0.072,0.008,0.004,345.537
39,0.2,med_threshold,noisy,90215,2706450,2706450,0.1678,345.458,0.432,0.045,0.023,345.935
40,0.2,med_threshold,clean,10966,328980,328980,0.1678,345.458,0.052,0.006,0.003,345.516
40,0.2,med_threshold,noisy,86201,2586030,2586030,0.1678,345.458,0.412,0.043,0.022,345.913
41,0.2,med_threshold,clean,10431,312930,312930,0.1678,345.458,0.05,0.005,0.003,345.513
41,0.2,med_threshold,noisy,86180,2585400,2585400,0.1678,345.458,0.412,0.043,0.022,345.913
42,0.2,med_threshold,clean,10809,324270,324270,0.1678,345.458,0.052,0.005,0.003,345.515
42,0.2,med_threshold,noisy,86389,2591670,2591670,0.1678,345.458,0.413,0.043,0.022,345.914
43,0.2,med_threshold,clean,15171,455130,455130,0.1678,345.458,0.073,0.008,0.004,345.538
43,0.2,med_threshold,noisy,90838,2725140,2725140,0.1678,345.458,0.435,0.046,0.023,345.938
44,0.2,med_threshold,clean,10849,325470,325470,0.1678,345.458,0.052,0.005,0.003,345.515
44,0.2,med_threshold,noisy,86003,2580090,2580090,0.1678,345.458,0.411,0.043,0.022,345.912
45,0.2,med_threshold,clean,11272,338160,338160,0.1678,345.458,0.054,0.006,0.003,345.517
45,0.2,med_threshold,noisy,87031,2610930,2610930,0.1678,345.458,0.416,0.044,0.022,345.918
46,0.2,med_threshold,clean,13839,415170,415170,0.1678,345.458,0.066,0.007,0.003,345.531
46,0.2,med_threshold,noisy,88966,2668980,2668980,0.1678,345.458,0.426,0.045,0.022,345.928
47,0.2,med_threshold,clean,11746,352380,352380,0.1678,345.458,0.056,0.006,0.003,345.52
47,0.2,med_threshold,noisy,86573,2597190,2597190,0.1678,345.458,0.414,0.044,0.022,345.915
48,0.2,med_threshold,clean,10498,314940,314940,0.1678,345.458,0.05,0.005,0.003,345.513
48,0.2,med_threshold,noisy,86007,2580210,2580210,0.1678,345.458,0.411,0.043,0.022,345.912
49,0.2,med_threshold,clean,10207,306210,306210,0.1678,345.458,0.049,0.005,0.003,345.512
49,0.2,med_threshold,noisy,85683,2570490,2570490,0.1678,345.458,0.41,0.043,0.022,345.911
50,0.2,med_threshold,clean,15759,472770,472770,0.1678,345.458,0.075,0.008,0.004,345.541
50,0.2,med_threshold,noisy,91114,2733420,2733420,0.1678,345.458,0.436,0.046,0.023,345.939
51,0.2,med_threshold,clean,10517,315510,315510,0.1678,345.458,0.05,0.005,0.003,345.513
51,0.2,med_threshold,noisy,85825,2574750,2574750,0.1678,345.458,0.411,0.043,0.022,345.911
52,0.2,med_threshold,clean,10399,311970,311970,0.1678,345.458,0.05,0.005,0.003,345.513
52,0.2,med_threshold,noisy,85446,2563380,2563380,0.1678,345.458,0.409,0.043,0.022,345.909
53,0.2,med_threshold,clean,12870,386100,386100,0.1678,345.458,0.062,0.006,0.003,345.526
53,0.2,med_threshold,noisy,88236,2647080,2647080,0.1678,345.458,0.422,0.044,0.022,345.924
54,0.2,med_threshold,clean,12801,384030,384030,0.1678,345.458,0.061,0.006,0.003,345.525
54,0.2,med_threshold,noisy,88172,2645160,2645160,0.1678,345.458,0.422,0.044,0.022,345.924
55,0.2,med_threshold,clean,10609,318270,318270,0.1678,345.458,0.051,0.005,0.003,345.514
55,0.2,med_threshold,noisy,86289,2588670,2588670,0.1678,345.458,0.413,0.043,0.022,345.914
56,0.2,med_threshold,clean,11223,336690,336690,0.1678,345.458,0.054,0.006,0.003,345.517
56,0.2,med_threshold,noisy,86699,2600970,2600970,0.1678,345.458,0.415,0.044,0.022,345.916
57,0.2,med_threshold,clean,16242,487260,487260,0.1678,345.458,0.078,0.008,0.004,345.544
57,0.2,med_threshold,noisy,91277,2738310,2738310,0.1678,345.458,0.437,0.046,0.023,345.94
58,0.2,med_threshold,clean,11051,331530,331530,0.1678,345.458,0.053,0.006,0.003,345.516
58,0.2,med_threshold,noisy,86513,2595390,2595390,0.1678,345.458,0.414,0.044,0.022,345.915
59,0.2,med_threshold,clean,11974,359220,359220,0.1678,345.458,0.057,0.006,0.003,345.521
59,0.2,med_threshold,noisy,87753,2632590,2632590,0.1678,345.458,0.42,0.044,0.022,345.922
60,0.2,med_threshold,clean,14367,431010,431010,0.1678,345.458,0.069,0.007,0.004,345.534
60,0.2,med_threshold,noisy,89504,2685120,2685120,0.1678,345.458,0.428,0.045,0.023,345.931
61,0.2,med_threshold,clean,13495,404850,404850,0.1678,345.458,0.065,0.007,0.003,345.529
61,0.2,med_threshold,noisy,88543,2656290,2656290,0.1678,345.458,0.424,0.045,0.022,345.926
62,0.2,med_threshold,clean,11579,347370,347370,0.1678,345.458,0.055,0.006,0.003,345.519
62,0.2,med_threshold,noisy,87357,2620710,2620710,0.1678,345.458,0.418,0.044,0.022,345.92
63,0.2,med_threshold,clean,10996,329880,329880,0.1678,345.458,0.053,0.006,0.003,345.516
63,0.2,med_threshold,noisy,86466,2593980,2593980,0.1678,345.458,0.414,0.044,0.022,345.915
64,0.2,med_threshold,clean,13886,416580,416580,0.1678,345.458,0.066,0.007,0.003,345.531
64,0.2,med_threshold,noisy,88926,2667780,2667780,0.1678,345.458,0.425,0.045,0.022,345.928
65,0.2,med_threshold,clean,11219,336570,336570,0.1678,345.458,0.054,0.006,0.003,345.517
65,0.2,med_threshold,noisy,87051,2611530,2611530,0.1678,345.458,0.416,0.044,0.022,345.918
66,0.2,med_threshold,clean,11297,338910,338910,0.1678,345.458,0.054,0.006,0.003,345.517
66,0.2,med_threshold,noisy,86336,2590080,2590080,0.1678,345.458,0.413,0.043,0.022,345.914
67,0.2,med_threshold,clean,11521,345630,345630,0.1678,345.458,0.055,0.006,0.003,345.519
67,0.2,med_threshold,noisy,86735,2602050,2602050,0.1678,345.458,0.415,0.044,0.022,345.916
68,0.2,med_threshold,clean,13629,408870,408870,0.1678,345.458,0.065,0.007,0.003,345.53
68,0.2,med_threshold,noisy,89854,2695620,2695620,0.1678,345.458,0.43,0.045,0.023,345.933
69,0.2,med_threshold,clean,11283,338490,338490,0.1678,345.458,0.054,0.006,0.003,345.517
69,0.2,med_threshold,noisy,86672,2600160,2600160,0.1678,345.458,0.415,0.044,0.022,345.916
70,0.2,med_threshold,clean,10238,307140,307140,0.1678,345.458,0.049,0.005,0.003,345.512
70,0.2,med_threshold,noisy,85497,2564910,2564910,0.1678,345.458,0.409,0.043,0.022,345.91
71,0.2,med_threshold,clean,11492,344760,344760,0.1678,345.458,0.055,0.006,0.003,345.518
71,0.2,med_threshold,noisy,86768,2603040,2603040,0.1678,345.458,0.415,0.044,0.022,345.916
72,0.2,med_threshold,clean,9763,292890,292890,0.1678,345.458,0.047,0.005,0.002,345.509
72,0.2,med_threshold,noisy,85392,2561760,2561760,0.1678,345.458,0.408,0.043,0.021,345.909
73,0.2,med_threshold,clean,10300,309000,309000,0.1678,345.458,0.049,0.005,0.003,345.512
73,0.2,med_threshold,noisy,85872,2576160,2576160,0.1678,345.458,0.411,0.043,0.022,345.912
74,0.2,med_threshold,clean,9566,286980,286980,0.1678,345.458,0.046,0.005,0.002,345.508
74,0.2,med_threshold,noisy,84812,2544360,2544360,0.1678,345.458,0.406,0.043,0.021,345.906
75,0.2,med_threshold,clean,11389,341670,341670,0.1678,345.458,0.054,0.006,0.003,345.518
75,0.2,med_threshold,noisy,87244,2617320,2617320,0.1678,345.458,0.417,0.044,0.022,345.919
76,0.2,med_threshold,clean,10066,301980,301980,0.1678,345.458,0.048,0.005,0.003,345.511
76,0.2,med_threshold,noisy,85147,2554410,2554410,0.1678,345.458,0.407,0.043,0.021,345.908
77,0.2,med_threshold,clean,9825,294750,294750,0.1678,345.458,0.047,0.005,0.002,345.51
77,0.2,med_threshold,noisy,85563,2566890,2566890,0.1678,345.458,0.409,0.043,0.022,345.91
78,0.2,med_threshold,clean,9739,292170,292170,0.1678,345.458,0.047,0.005,0.002,345.509
78,0.2,med_threshold,noisy,85041,2551230,2551230,0.1678,345.458,0.407,0.043,0.021,345.907
79,0.2,med_threshold,clean,11701,351030,351030,0.1678,345.458,0.056,0.006,0.003,345.52
79,0.2,med_threshold,noisy,86777,2603310,2603310,0.1678,345.458,0.415,0.044,0.022,345.916
80,0.2,med_threshold,clean,9458,283740,283740,0.1678,345.458,0.045,0.005,0.002,345.508
80,0.2,med_threshold,noisy,84934,2548020,2548020,0.1678,345.458,0.406,0.043,0.021,345.907
81,0.2,med_threshold,clean,9497,284910,284910,0.1678,345.458,0.045,0.005,0.002,345.508
81,0.2,med_threshold,noisy,84951,2548530,2548530,0.1678,345.458,0.406,0.043,0.021,345.907
82,0.2,med_threshold,clean,12457,373710,373710,0.1678,345.458,0.06,0.006,0.003,345.524
82,0.2,med_threshold,noisy,87727,2631810,2631810,0.1678,345.458,0.42,0.044,0.022,345.921
83,0.2,med_threshold,clean,10439,313170,313170,0.1678,345.458,0.05,0.005,0.003,345.513
83,0.2,med_threshold,noisy,85956,2578680,2578680,0.1678,345.458,0.411,0.043,0.022,345.912
84,0.2,med_threshold,clean,9797,293910,293910,0.1678,345.458,0.047,0.005,0.002,345.509
84,0.2,med_threshold,noisy,85144,2554320,2554320,0.1678,345.458,0.407,0.043,0.021,345.908
85,0.2,med_threshold,clean,9898,296940,296940,0.1678,345.458,0.047,0.005,0.002,345.51
85,0.2,med_threshold,noisy,85611,2568330,2568330,0.1678,345.458,0.409,0.043,0.022,345.91
86,0.2,med_threshold,clean,13832,414960,414960,0.1678,345.458,0.066,0.007,0.003,345.531
86,0.2,med_threshold,noisy,89482,2684460,2684460,0.1678,345.458,0.428,0.045,0.023,345.931
87,0.2,med_threshold,clean,9635,289050,289050,0.1678,345.458,0.046,0.005,0.002,345.509
87,0.2,med_threshold,noisy,85448,2563440,2563440,0.1678,345.458,0.409,0.043,0.022,345.909
88,0.2,med_threshold,clean,9809,294270,294270,0.1678,345.458,0.047,0.005,0.002,345.51
88,0.2,med_threshold,noisy,84848,2545440,2545440,0.1678,345.458,0.406,0.043,0.021,345.906
89,0.2,med_threshold,clean,13911,417330,417330,0.1678,345.458,0.067,0.007,0.004,345.531
89,0.2,med_threshold,noisy,89093,2672790,2672790,0.1678,345.458,0.426,0.045,0.022,345.929
90,0.2,med_threshold,clean,10306,309180,309180,0.1678,345.458,0.049,0.005,0.003,345.512
90,0.2,med_threshold,noisy,86040,2581200,2581200,0.1678,345.458,0.412,0.043,0.022,345.913
91,0.2,med_threshold,clean,10047,301410,301410,0.1678,345.458,0.048,0.005,0.003,345.511
91,0.2,med_threshold,noisy,85318,2559540,2559540,0.1678,345.458,0.408,0.043,0.021,345.909
92,0.2,med_threshold,clean,10433,312990,312990,0.1678,345.458,0.05,0.005,0.003,345.513
92,0.2,med_threshold,noisy,85680,2570400,2570400,0.1678,345.458,0.41,0.043,0.022,345.911
93,0.2,med_threshold,clean,12830,384900,384900,0.1678,345.458,0.061,0.006,0.003,345.526
93,0.2,med_threshold,noisy,88352,2650560,2650560,0.1678,345.458,0.423,0.044,0.022,345.925
94,0.2,med_threshold,clean,10009,300270,300270,0.1678,345.458,0.048,0.005,0.003,345.511
94,0.2,med_threshold,noisy,84786,2543580,2543580,0.1678,345.458,0.406,0.043,0.021,345.906
95,0.2,med_threshold,clean,9966,298980,298980,0.1678,345.458,0.048,0.005,0.003,345.51
95,0.2,med_threshold,noisy,85121,2553630,2553630,0.1678,345.458,0.407,0.043,0.021,345.908
96,0.2,med_threshold,clean,12173,365190,365190,0.1678,345.458,0.058,0.006,0.003,345.522
96,0.2,med_threshold,noisy,87647,2629410,2629410,0.1678,345.458,0.419,0.044,0.022,345.921
97,0.2,med_threshold,clean,11090,332700,332700,0.1678,345.458,0.053,0.006,0.003,345.516
97,0.2,med_threshold,noisy,86690,2600700,2600700,0.1678,345.458,0.415,0.044,0.022,345.916
98,0.2,med_threshold,clean,11339,340170,340170,0.1678,345.458,0.054,0.006,0.003,345.518
98,0.2,med_threshold,noisy,86544,2596320,2596320,0.1678,345.458,0.414,0.044,0.022,345.915
99,0.2,med_threshold,clean,11511,345330,345330,0.1678,345.458,0.055,0.006,0.003,345.519
99,0.2,med_threshold,noisy,86904,2607120,2607120,0.1678,345.458,0.416,0.044,0.022,345.917
100,0.2,med_threshold,clean,13232,396960,396960,0.1678,345.458,0.063,0.007,0.003,345.528
100,0.2,med_threshold,noisy,88583,2657490,2657490,0.1678,345.458,0.424,0.045,0.022,345.926
101,0.2,med_threshold,clean,11021,330630,330630,0.1678,345.458,0.053,0.006,0.003,345.516
101,0.2,med_threshold,noisy,86452,2593560,2593560,0.1678,345.458,0.414,0.044,0.022,345.915
102,0.2,med_threshold,clean,10794,323820,323820,0.1678,345.458,0.052,0.005,0.003,345.515
102,0.2,med_threshold,noisy,86499,2594970,2594970,0.1678,345.458,0.414,0.044,0.022,345.915
