sensor_name,sensor_type,velocity_px_s,obj_size_px,bg_density,bg_label,operating_point,theta,fps_used,event_rate_ev_s,power_mw,power_static_mw,power_dynamic_mw,saturated,resolution,sensor_price
IMX462 (Sony),CIS,500,25,0.05,low_texture,adaptive,,120.0,,310.0,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,500,25,0.05,low_texture,theta=0.05,0.05,,557920.0,19.3212,19.14,0.181237,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,500,25,0.05,low_texture,theta=0.10,0.1,,278960.0,19.5025,19.14,0.362473,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,500,25,0.05,low_texture,theta=0.20,0.2,,139480.0,19.8649,19.14,0.724948,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,500,25,0.05,low_texture,theta=0.40,0.4,,69740.0,20.5899,19.14,1.449894,False,128x128,N/A (research)
DAVIS346,DVS,500,25,0.05,low_texture,theta=0.05,0.05,,557920.0,10.0179,10.0,0.017941,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,500,25,0.05,low_texture,theta=0.10,0.1,,278960.0,10.0359,10.0,0.035881,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,500,25,0.05,low_texture,theta=0.20,0.2,,139480.0,10.0718,10.0,0.071763,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,500,25,0.05,low_texture,theta=0.40,0.4,,69740.0,10.1435,10.0,0.143525,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,500,25,0.05,low_texture,theta=0.05,0.05,,557920.0,10.0073,10.0,0.007322,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,500,25,0.05,low_texture,theta=0.10,0.1,,278960.0,10.0146,10.0,0.014646,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,500,25,0.05,low_texture,theta=0.20,0.2,,139480.0,10.0293,10.0,0.029291,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,500,25,0.05,low_texture,theta=0.40,0.4,,69740.0,10.0586,10.0,0.058581,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,500,25,0.05,low_texture,theta=0.05,0.05,,557920.0,32.0037,32.0,0.003662,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,500,25,0.05,low_texture,theta=0.10,0.1,,278960.0,32.0073,32.0,0.007322,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,500,25,0.05,low_texture,theta=0.20,0.2,,139480.0,32.0146,32.0,0.014646,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,500,25,0.05,low_texture,theta=0.40,0.4,,69740.0,32.0293,32.0,0.029291,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,500,25,0.4,high_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,500,25,0.4,high_texture,adaptive,,120.0,,40.0,,,False,640x480,~$3-5
IMX327 (Sony),CIS,500,25,0.4,high_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,500,25,0.4,high_texture,adaptive,,60.0,,300.0,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,500,25,0.4,high_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,500,25,0.4,high_texture,adaptive,,120.0,,250.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,500,25,0.4,high_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,500,25,0.4,high_texture,adaptive,,120.0,,310.0,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,500,25,0.4,high_texture,theta=0.05,0.05,,2923360.0,19.4648,19.14,0.324843,True,128x128,N/A (research)
Lichtsteiner 2008,DVS,500,25,0.4,high_texture,theta=0.10,0.1,,1461680.0,20.4394,19.14,1.299375,True,128x128,N/A (research)
Lichtsteiner 2008,DVS,500,25,0.4,high_texture,theta=0.20,0.2,,730840.0,22.9385,19.14,3.798541,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,500,25,0.4,high_texture,theta=0.40,0.4,,365420.0,26.7371,19.14,7.597082,False,128x128,N/A (research)
DAVIS346,DVS,500,25,0.4,high_texture,theta=0.05,0.05,,2923360.0,10.094,10.0,0.094005,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,500,25,0.4,high_texture,theta=0.10,0.1,,1461680.0,10.188,10.0,0.188009,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,500,25,0.4,high_texture,theta=0.20,0.2,,730840.0,10.376,10.0,0.376017,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,500,25,0.4,high_texture,theta=0.40,0.4,,365420.0,10.752,10.0,0.752034,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,500,25,0.4,high_texture,theta=0.05,0.05,,2923360.0,10.0384,10.0,0.038369,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,500,25,0.4,high_texture,theta=0.10,0.1,,1461680.0,10.0767,10.0,0.076738,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,500,25,0.4,high_texture,theta=0.20,0.2,,730840.0,10.1535,10.0,0.153477,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,500,25,0.4,high_texture,theta=0.40,0.4,,365420.0,10.307,10.0,0.306953,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,500,25,0.4,high_texture,theta=0.05,0.05,,2923360.0,32.0192,32.0,0.019184,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,500,25,0.4,high_texture,theta=0.10,0.1,,1461680.0,32.0384,32.0,0.038369,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,500,25,0.4,high_texture,theta=0.20,0.2,,730840.0,32.0767,32.0,0.076738,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,500,25,0.4,high_texture,theta=0.40,0.4,,365420.0,32.1535,32.0,0.153477,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,500,50,0.05,low_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,500,50,0.05,low_texture,adaptive,,100.0,,33.6667,,,False,640x480,~$3-5
IMX327 (Sony),CIS,500,50,0.05,low_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,500,50,0.05,low_texture,adaptive,,60.0,,300.0,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,500,50,0.05,low_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,500,50,0.05,low_texture,adaptive,,100.0,,210.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,500,50,0.05,low_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,500,50,0.05,low_texture,adaptive,,100.0,,260.3333,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,500,50,0.05,low_texture,theta=0.05,0.05,,777920.0,19.3927,19.14,0.252703,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,500,50,0.05,low_texture,theta=0.10,0.1,,388960.0,19.6454,19.14,0.505405,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,500,50,0.05,low_texture,theta=0.20,0.2,,194480.0,20.1508,19.14,1.01081,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,500,50,0.05,low_texture,theta=0.40,0.4,,97240.0,21.1616,19.14,2.021619,False,128x128,N/A (research)
DAVIS346,DVS,500,50,0.05,low_texture,theta=0.05,0.05,,777920.0,10.025,10.0,0.025015,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,500,50,0.05,low_texture,theta=0.10,0.1,,388960.0,10.05,10.0,0.05003,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,500,50,0.05,low_texture,theta=0.20,0.2,,194480.0,10.1001,10.0,0.10006,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,500,50,0.05,low_texture,theta=0.40,0.4,,97240.0,10.2001,10.0,0.20012,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,500,50,0.05,low_texture,theta=0.05,0.05,,777920.0,10.0102,10.0,0.01021,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,500,50,0.05,low_texture,theta=0.10,0.1,,388960.0,10.0204,10.0,0.020421,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,500,50,0.05,low_texture,theta=0.20,0.2,,194480.0,10.0408,10.0,0.040841,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,500,50,0.05,low_texture,theta=0.40,0.4,,97240.0,10.0817,10.0,0.081681,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,500,50,0.05,low_texture,theta=0.05,0.05,,777920.0,32.0051,32.0,0.005105,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,500,50,0.05,low_texture,theta=0.10,0.1,,388960.0,32.0102,32.0,0.01021,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,500,50,0.05,low_texture,theta=0.20,0.2,,194480.0,32.0204,32.0,0.020421,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,500,50,0.05,low_texture,theta=0.40,0.4,,97240.0,32.0408,32.0,0.040841,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,500,50,0.4,high_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,500,50,0.4,high_texture,adaptive,,100.0,,33.6667,,,False,640x480,~$3-5
IMX327 (Sony),CIS,500,50,0.4,high_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,500,50,0.4,high_texture,adaptive,,60.0,,300.0,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,500,50,0.4,high_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,500,50,0.4,high_texture,adaptive,,100.0,,210.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,500,50,0.4,high_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,500,50,0.4,high_texture,adaptive,,100.0,,260.3333,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,500,50,0.4,high_texture,theta=0.05,0.05,,3143360.0,19.4648,19.14,0.324843,True,128x128,N/A (research)
Lichtsteiner 2008,DVS,500,50,0.4,high_texture,theta=0.10,0.1,,1571680.0,20.4394,19.14,1.299375,True,128x128,N/A (research)
Lichtsteiner 2008,DVS,500,50,0.4,high_texture,theta=0.20,0.2,,785840.0,23.2244,19.14,4.084404,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,500,50,0.4,high_texture,theta=0.40,0.4,,392920.0,27.3088,19.14,8.168807,False,128x128,N/A (research)
DAVIS346,DVS,500,50,0.4,high_texture,theta=0.05,0.05,,3143360.0,10.1011,10.0,0.101079,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,500,50,0.4,high_texture,theta=0.10,0.1,,1571680.0,10.2022,10.0,0.202157,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,500,50,0.4,high_texture,theta=0.20,0.2,,785840.0,10.4043,10.0,0.404315,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,500,50,0.4,high_texture,theta=0.40,0.4,,392920.0,10.8086,10.0,0.808629,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,500,50,0.4,high_texture,theta=0.05,0.05,,3143360.0,10.0413,10.0,0.041256,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,500,50,0.4,high_texture,theta=0.10,0.1,,1571680.0,10.0825,10.0,0.082513,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,500,50,0.4,high_texture,theta=0.20,0.2,,785840.0,10.165,10.0,0.165027,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,500,50,0.4,high_texture,theta=0.40,0.4,,392920.0,10.3301,10.0,0.330053,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,500,50,0.4,high_texture,theta=0.05,0.05,,3143360.0,32.0206,32.0,0.020629,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,500,50,0.4,high_texture,theta=0.10,0.1,,1571680.0,32.0413,32.0,0.041256,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,500,50,0.4,high_texture,theta=0.20,0.2,,785840.0,32.0825,32.0,0.082513,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,500,50,0.4,high_texture,theta=0.40,0.4,,392920.0,32.165,32.0,0.165027,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,500,100,0.05,low_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,500,100,0.05,low_texture,adaptive,,50.0,,17.8333,,,False,640x480,~$3-5
IMX327 (Sony),CIS,500,100,0.05,low_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,500,100,0.05,low_texture,adaptive,,50.0,,252.5,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,500,100,0.05,low_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,500,100,0.05,low_texture,adaptive,,50.0,,110.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,500,100,0.05,low_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,500,100,0.05,low_texture,adaptive,,50.0,,136.1667,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,500,100,0.05,low_texture,theta=0.05,0.05,,1217920.0,19.4648,19.14,0.324843,True,128x128,N/A (research)
Lichtsteiner 2008,DVS,500,100,0.05,low_texture,theta=0.10,0.1,,608960.0,19.9313,19.14,0.791268,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,500,100,0.05,low_texture,theta=0.20,0.2,,304480.0,20.7225,19.14,1.582535,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,500,100,0.05,low_texture,theta=0.40,0.4,,152240.0,22.3051,19.14,3.165069,False,128x128,N/A (research)
DAVIS346,DVS,500,100,0.05,low_texture,theta=0.05,0.05,,1217920.0,10.0392,10.0,0.039164,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,500,100,0.05,low_texture,theta=0.10,0.1,,608960.0,10.0783,10.0,0.078328,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,500,100,0.05,low_texture,theta=0.20,0.2,,304480.0,10.1567,10.0,0.156655,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,500,100,0.05,low_texture,theta=0.40,0.4,,152240.0,10.3133,10.0,0.31331,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,500,100,0.05,low_texture,theta=0.05,0.05,,1217920.0,10.016,10.0,0.015985,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,500,100,0.05,low_texture,theta=0.10,0.1,,608960.0,10.032,10.0,0.031971,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,500,100,0.05,low_texture,theta=0.20,0.2,,304480.0,10.0639,10.0,0.063941,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,500,100,0.05,low_texture,theta=0.40,0.4,,152240.0,10.1279,10.0,0.127881,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,500,100,0.05,low_texture,theta=0.05,0.05,,1217920.0,32.008,32.0,0.007992,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,500,100,0.05,low_texture,theta=0.10,0.1,,608960.0,32.016,32.0,0.015985,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,500,100,0.05,low_texture,theta=0.20,0.2,,304480.0,32.032,32.0,0.031971,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,500,100,0.05,low_texture,theta=0.40,0.4,,152240.0,32.0639,32.0,0.063941,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,500,100,0.4,high_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,500,100,0.4,high_texture,adaptive,,50.0,,17.8333,,,False,640x480,~$3-5
IMX327 (Sony),CIS,500,100,0.4,high_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,500,100,0.4,high_texture,adaptive,,50.0,,252.5,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,500,100,0.4,high_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,500,100,0.4,high_texture,adaptive,,50.0,,110.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,500,100,0.4,high_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,500,100,0.4,high_texture,adaptive,,50.0,,136.1667,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,500,100,0.4,high_texture,theta=0.05,0.05,,3583360.0,19.4648,19.14,0.324843,True,128x128,N/A (research)
Lichtsteiner 2008,DVS,500,100,0.4,high_texture,theta=0.10,0.1,,1791680.0,20.4394,19.14,1.299375,True,128x128,N/A (research)
Lichtsteiner 2008,DVS,500,100,0.4,high_texture,theta=0.20,0.2,,895840.0,23.7961,19.14,4.656129,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,500,100,0.4,high_texture,theta=0.40,0.4,,447920.0,28.4523,19.14,9.312257,False,128x128,N/A (research)
DAVIS346,DVS,500,100,0.4,high_texture,theta=0.05,0.05,,3583360.0,10.1152,10.0,0.115227,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,500,100,0.4,high_texture,theta=0.10,0.1,,1791680.0,10.2305,10.0,0.230455,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,500,100,0.4,high_texture,theta=0.20,0.2,,895840.0,10.4609,10.0,0.46091,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,500,100,0.4,high_texture,theta=0.40,0.4,,447920.0,10.9218,10.0,0.921819,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,500,100,0.4,high_texture,theta=0.05,0.05,,3583360.0,10.047,10.0,0.047031,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,500,100,0.4,high_texture,theta=0.10,0.1,,1791680.0,10.0941,10.0,0.094063,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,500,100,0.4,high_texture,theta=0.20,0.2,,895840.0,10.1881,10.0,0.188127,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,500,100,0.4,high_texture,theta=0.40,0.4,,447920.0,10.3763,10.0,0.376253,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,500,100,0.4,high_texture,theta=0.05,0.05,,3583360.0,32.0235,32.0,0.023516,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,500,100,0.4,high_texture,theta=0.10,0.1,,1791680.0,32.047,32.0,0.047031,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,500,100,0.4,high_texture,theta=0.20,0.2,,895840.0,32.0941,32.0,0.094063,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,500,100,0.4,high_texture,theta=0.40,0.4,,447920.0,32.1881,32.0,0.188127,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,1000,25,0.05,low_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,1000,25,0.05,low_texture,adaptive,,120.0,,40.0,,,False,640x480,~$3-5
IMX327 (Sony),CIS,1000,25,0.05,low_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,1000,25,0.05,low_texture,adaptive,,60.0,,300.0,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,1000,25,0.05,low_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,1000,25,0.05,low_texture,adaptive,,120.0,,250.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,1000,25,0.05,low_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,1000,25,0.05,low_texture,adaptive,,120.0,,310.0,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,1000,25,0.05,low_texture,theta=0.05,0.05,,1115840.0,19.4648,19.14,0.324843,True,128x128,N/A (research)
Lichtsteiner 2008,DVS,1000,25,0.05,low_texture,theta=0.10,0.1,,557920.0,19.8649,19.14,0.724948,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,1000,25,0.05,low_texture,theta=0.20,0.2,,278960.0,20.5899,19.14,1.449894,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,1000,25,0.05,low_texture,theta=0.40,0.4,,139480.0,22.0398,19.14,2.899789,False,128x128,N/A (research)
DAVIS346,DVS,1000,25,0.05,low_texture,theta=0.05,0.05,,1115840.0,10.0359,10.0,0.035881,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,1000,25,0.05,low_texture,theta=0.10,0.1,,557920.0,10.0718,10.0,0.071763,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,1000,25,0.05,low_texture,theta=0.20,0.2,,278960.0,10.1435,10.0,0.143525,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,1000,25,0.05,low_texture,theta=0.40,0.4,,139480.0,10.287,10.0,0.28705,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,1000,25,0.05,low_texture,theta=0.05,0.05,,1115840.0,10.0146,10.0,0.014646,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,1000,25,0.05,low_texture,theta=0.10,0.1,,557920.0,10.0293,10.0,0.029291,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,1000,25,0.05,low_texture,theta=0.20,0.2,,278960.0,10.0586,10.0,0.058581,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,1000,25,0.05,low_texture,theta=0.40,0.4,,139480.0,10.1172,10.0,0.117163,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,1000,25,0.05,low_texture,theta=0.05,0.05,,1115840.0,32.0073,32.0,0.007322,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,1000,25,0.05,low_texture,theta=0.10,0.1,,557920.0,32.0146,32.0,0.014646,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,1000,25,0.05,low_texture,theta=0.20,0.2,,278960.0,32.0293,32.0,0.029291,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,1000,25,0.05,low_texture,theta=0.40,0.4,,139480.0,32.0586,32.0,0.058581,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,1000,25,0.4,high_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,1000,25,0.4,high_texture,adaptive,,120.0,,40.0,,,False,640x480,~$3-5
IMX327 (Sony),CIS,1000,25,0.4,high_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,1000,25,0.4,high_texture,adaptive,,60.0,,300.0,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,1000,25,0.4,high_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,1000,25,0.4,high_texture,adaptive,,120.0,,250.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,1000,25,0.4,high_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,1000,25,0.4,high_texture,adaptive,,120.0,,310.0,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,1000,25,0.4,high_texture,theta=0.05,0.05,,5846720.0,19.4648,19.14,0.324843,True,128x128,N/A (research)
Lichtsteiner 2008,DVS,1000,25,0.4,high_texture,theta=0.10,0.1,,2923360.0,20.4394,19.14,1.299375,True,128x128,N/A (research)
Lichtsteiner 2008,DVS,1000,25,0.4,high_texture,theta=0.20,0.2,,1461680.0,24.3375,19.14,5.1975,True,128x128,N/A (research)
Lichtsteiner 2008,DVS,1000,25,0.4,high_texture,theta=0.40,0.4,,730840.0,34.3342,19.14,15.194163,False,128x128,N/A (research)
DAVIS346,DVS,1000,25,0.4,high_texture,theta=0.05,0.05,,5846720.0,10.188,10.0,0.188009,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,1000,25,0.4,high_texture,theta=0.10,0.1,,2923360.0,10.376,10.0,0.376017,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,1000,25,0.4,high_texture,theta=0.20,0.2,,1461680.0,10.752,10.0,0.752034,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,1000,25,0.4,high_texture,theta=0.40,0.4,,730840.0,11.5041,10.0,1.504069,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,1000,25,0.4,high_texture,theta=0.05,0.05,,5846720.0,10.0767,10.0,0.076738,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,1000,25,0.4,high_texture,theta=0.10,0.1,,2923360.0,10.1535,10.0,0.153477,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,1000,25,0.4,high_texture,theta=0.20,0.2,,1461680.0,10.307,10.0,0.306953,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,1000,25,0.4,high_texture,theta=0.40,0.4,,730840.0,10.6139,10.0,0.613905,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,1000,25,0.4,high_texture,theta=0.05,0.05,,5846720.0,32.0384,32.0,0.038369,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,1000,25,0.4,high_texture,theta=0.10,0.1,,2923360.0,32.0767,32.0,0.076738,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,1000,25,0.4,high_texture,theta=0.20,0.2,,1461680.0,32.1535,32.0,0.153477,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,1000,25,0.4,high_texture,theta=0.40,0.4,,730840.0,32.307,32.0,0.306953,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,1000,50,0.05,low_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,1000,50,0.05,low_texture,adaptive,,120.0,,40.0,,,False,640x480,~$3-5
IMX327 (Sony),CIS,1000,50,0.05,low_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,1000,50,0.05,low_texture,adaptive,,60.0,,300.0,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,1000,50,0.05,low_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,1000,50,0.05,low_texture,adaptive,,120.0,,250.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,1000,50,0.05,low_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,1000,50,0.05,low_texture,adaptive,,120.0,,310.0,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,1000,50,0.05,low_texture,theta=0.05,0.05,,1555840.0,19.4648,19.14,0.324843,True,128x128,N/A (research)
